Name,Platform,Year_of_Release,Genre,Global_Sales,User_Score,User_Count
The Urbz: Sims in the City,PS2,2004,Simulation,1.76,8.2,24
Star Wars: Battlefront,XB,2004,Shooter,1.75,9.1,57
The Guy Game,XB,2004,Misc,0.07,5.4,7
Steel Battalion: Line of Contact,XB,2004,Simulation,0.02,8.0,8
Shadow Hearts: Covenant,PS2,2004,Role-Playing,0.24,9.1,54
Crimson Sea 2,PS2,2004,Action,0.07,8.3,6
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,0.56,7.5,6
Dance Dance Revolution Extreme,PS2,2004,Simulation,2.13,9.0,20
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,0.08,8.8,6
Grand Theft Auto,GBA,2004,Action,0.24,7.1,23
Catwoman,GC,2004,Action,0.07,6.1,7
Digimon Rumble Arena 2,XB,2004,Fighting,0.02,8.8,4
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,0.56,8.4,16
The SpongeBob SquarePants Movie,PS2,2004,Platform,1.76,9.0,54
Astro Boy,PS2,2004,Action,0.09,6.9,7
Unreal II: The Awakening,XB,2004,Shooter,0.21,5.3,20
Madden NFL 2005,XB,2004,Sports,1.72,7.6,26
Metal Slug Advance,GBA,2004,Shooter,0.08,8.3,14
Crash 'N' Burn,PS2,2004,Racing,0.21,8.0,7
Katamari Damacy,PS2,2004,Puzzle,0.73,9.0,86
Full Spectrum Warrior,XB,2004,Strategy,0.73,8.7,27
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,0.21,6.8,8
Gretzky NHL 2005,PS2,2004,Sports,0.17,9.1,14
Pitfall: The Lost Expedition,XB,2004,Platform,0.07,7.8,4
River City Ransom EX,GBA,2004,Action,0.07,8.4,7
Ace Combat 5: The Unsung War,PS2,2004,Simulation,1.71,9.1,81
Classic NES Series: Donkey Kong,GBA,2004,Platform,0.73,4.8,4
Conflict: Vietnam,XB,2004,Shooter,0.22,7.3,9
NFL Street,GC,2004,Sports,0.35,8.0,4
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,0.12,7.2,5
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,0.59,8.1,8
Samurai Warriors,XB,2004,Action,0.07,9.0,5
Yu Yu Hakusho: Tournament Tactics,GBA,2004,Strategy,0.11,6.8,8
Rapala Pro Fishing,PS2,2004,Sports,0.36,8.7,32
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,1.85,7.9,84
Sega Superstars,PS2,2004,Misc,0.17,7.0,5
Second Sight,XB,2004,Adventure,0.07,8.0,6
MVP Baseball 2004,XB,2004,Sports,0.59,8.5,19
Karaoke Revolution Volume 2,PS2,2004,Misc,0.23,7.0,4
Painkiller,PC,2004,Shooter,0.02,8.1,284
The Bard's Tale,PS2,2004,Role-Playing,0.21,8.6,14
Counter-Strike: Source,PC,2004,Shooter,0.08,8.9,9851
EyeToy Play 2,PS2,2004,Misc,0.38,7.0,9
Breakdown,XB,2004,Adventure,0.12,8.2,17
Neverwinter Nights Diamond,PC,2004,Role-Playing,0.02,8.2,11
Vietcong: Purple Haze,XB,2004,Shooter,0.08,8.4,11
Resident Evil Outbreak File #2,PS2,2004,Action,0.57,7.7,70
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,0.08,8.0,9
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,0.17,7.9,18
Call of Duty: Finest Hour,PS2,2004,Shooter,2.89,7.7,69
Alias,PS2,2004,Action,0.11,8.0,10
Serious Sam Advance,GBA,2004,Shooter,0.02,7.2,10
The Getaway: Black Monday,PS2,2004,Action,1.78,7.6,47
Pitfall: The Lost Expedition,GC,2004,Platform,0.08,8.6,8
The X Files: Resist or Serve,PS2,2004,Adventure,0.12,8.4,8
Syberia II,XB,2004,Adventure,0.03,8.7,6
Shrek 2,PS2,2004,Platform,1.86,8.5,24
Sonic Mega Collection Plus,PS2,2004,Misc,2.9,8.6,30
AirForce Delta Strike,PS2,2004,Simulation,0.11,7.0,6
Sly 2: Band of Thieves,PS2,2004,Platform,1.81,9.0,178
Power Rangers: Dino Thunder,PS2,2004,Action,0.71,6.2,5
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,0.11,7.5,6
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,0.64,5.7,12
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,0.08,8.0,11
Dead Man's Hand,XB,2004,Shooter,0.11,8.1,9
Street Jam Basketball,GBA,2004,Sports,0.03,8.0,7
Pitfall: The Lost Expedition,PS2,2004,Platform,0.2,8.9,12
Ford Racing 3,PS2,2004,Racing,0.26,6.6,8
Champions of Norrath,PS2,2004,Role-Playing,1.28,8.4,57
Shining Tears,PS2,2004,Role-Playing,0.09,6.5,11
Ridge Racer DS,DS,2004,Racing,0.15,6.7,7
ESPN NBA 2K5,XB,2004,Sports,0.95,8.7,22
World of Warcraft,PC,2004,Role-Playing,6.29,7.3,2182
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,0.05,5.5,23
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,0.5,7.3,8
World Championship Poker,PS2,2004,Misc,0.95,7.7,11
MX Unleashed,XB,2004,Racing,0.44,9.3,12
Vietcong: Purple Haze,PS2,2004,Shooter,0.18,4.3,6
Transformers,PS2,2004,Shooter,1.29,8.6,27
Scaler,PS2,2004,Platform,0.09,8.6,18
Manhunt,XB,2004,Action,0.19,7.9,19
Dead or Alive Ultimate,XB,2004,Fighting,0.5,8.7,25
Pure Pinball,XB,2004,Misc,0.04,8.5,6
Doom 3,PC,2004,Shooter,0.1,7.6,896
Headhunter: Redemption,PS2,2004,Action,0.04,6.7,7
Monster Hunter,PS2,2004,Role-Playing,0.5,8.9,46
Killzone,PS2,2004,Shooter,0.94,7.4,254
Colin McRae Rally 04,XB,2004,Racing,0.1,8.1,19
Pokémon Emerald Version,GBA,2004,Role-Playing,6.41,9.0,222
Fear Factor: Unleashed,GBA,2004,Action,0.14,3.0,4
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,1.25,8.6,34
Van Helsing,PS2,2004,Action,0.44,8.5,19
Tiger Woods PGA Tour 2005,PC,2004,Sports,0.01,4.5,39
GoldenEye: Rogue Agent,XB,2004,Shooter,0.49,7.2,20
Alias,XB,2004,Action,0.05,6.0,4
Showdown: Legends of Wrestling,PS2,2004,Fighting,0.3,6.1,7
Need for Speed Underground 2,PS2,2004,Racing,6.9,8.6,132
UEFA Euro 2004: Portugal,PS2,2004,Sports,0.14,6.4,18
Crash: Twinsanity,XB,2004,Platform,0.15,8.7,29
Port Royale 2,PC,2004,Strategy,0.04,7.7,40
Second Sight,GC,2004,Adventure,0.05,8.5,13
Star Trek: Shattered Universe,XB,2004,Simulation,0.04,4.0,10
Spider-Man 2,DS,2004,Action,0.49,5.0,6
FIFA Soccer 2005,XB,2004,Sports,0.97,8.7,23
Duel Masters,PS2,2004,Strategy,0.27,8.3,6
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,0.1,6.2,5
Tony Hawk's Underground 2,GC,2004,Sports,0.5,8.9,17
The SpongeBob SquarePants Movie,GC,2004,Platform,0.94,7.8,13
Rome: Total War,PC,2004,Strategy,0.1,9.1,1050
Gradius V,PS2,2004,Shooter,0.09,8.5,13
Alien Hominid,GC,2004,Shooter,0.09,8.5,15
Shadow Ops: Red Mercury,XB,2004,Shooter,0.15,6.1,14
Amazing Island,GC,2004,Strategy,0.06,6.6,7
Bad Boys: Miami Takedown,XB,2004,Shooter,0.18,5.9,9
Dynasty Warriors,PSP,2004,Action,0.51,7.3,24
King of Fighters: Maximum Impact,PS2,2004,Fighting,0.26,6.9,12
Trivial Pursuit unhinged,XB,2004,Misc,0.09,8.0,4
Street Fighter Anniversary Collection,XB,2004,Fighting,0.15,6.4,9
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,0.06,8.2,5
Cy Girls,PS2,2004,Action,0.04,8.8,4
Chessmaster,XB,2004,Misc,0.13,9.0,6
Mega Man X: Command Mission,PS2,2004,Role-Playing,0.18,7.1,18
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,1.36,8.9,58
Sonic Mega Collection Plus,XB,2004,Misc,0.91,7.9,12
Prince of Persia: Warrior Within,GC,2004,Action,0.2,8.6,20
MLB 2005,PS2,2004,Sports,0.9,7.6,9
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,0.43,8.1,28
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,0.51,7.0,21
Samurai Warriors,PS2,2004,Action,1.35,8.7,23
NBA Ballers,XB,2004,Sports,0.51,8.1,8
Silent Hill 4: The Room,PS2,2004,Action,0.51,7.8,191
Burnout 3: Takedown,XB,2004,Racing,1.31,7.2,139
BloodRayne 2,XB,2004,Shooter,0.15,8.5,4
Riviera: The Promised Land,GBA,2004,Role-Playing,0.1,9.2,21
UEFA Euro 2004: Portugal,XB,2004,Sports,0.05,8.1,9
Classic NES Series: Metroid,GBA,2004,Adventure,0.43,8.6,18
Corvette,PS2,2004,Racing,1.33,6.5,21
Metroid Prime 2: Echoes,GC,2004,Shooter,1.33,8.8,279
MVP Baseball 2004,PS2,2004,Sports,1.34,8.6,51
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,0.44,7.8,12
Donkey Kong Jungle Beat,GC,2004,Platform,1.34,8.3,30
Midway Arcade Treasures 2,XB,2004,Misc,0.31,7.4,7
Need for Speed Underground 2,GBA,2004,Racing,0.43,8.2,13
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,5.21,8.8,245
The Guy Game,PS2,2004,Misc,0.13,6.7,13
Digimon Rumble Arena 2,PS2,2004,Fighting,0.09,7.3,23
Dragon Ball: Advanced Adventure,GBA,2004,Action,0.04,8.5,11
Echo Night Beyond,PS2,2004,Adventure,0.04,8.8,8
Armored Core: Nexus,PS2,2004,Simulation,0.26,8.7,7
King Arthur,PS2,2004,Action,0.13,8.0,10
Backyard Baseball,PS2,2004,Sports,0.49,7.2,10
Digimon Rumble Arena 2,GC,2004,Fighting,0.04,8.1,7
MLB SlugFest Loaded,PS2,2004,Sports,0.3,9.5,4
Bad Boys: Miami Takedown,PS2,2004,Shooter,1.15,3.4,13
Spyro: A Hero's Tail,GC,2004,Platform,0.29,8.3,10
Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,0.29,8.9,27
Feel the Magic XY/XX,DS,2004,Puzzle,0.29,8.1,18
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,0.04,8.5,11
Wade Hixton's Counter Punch,GBA,2004,Sports,0.01,9.5,4
TOCA Race Driver 2,XB,2004,Racing,0.04,8.3,6
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,1.16,6.3,24
Alien Hominid,PS2,2004,Shooter,0.1,8.3,13
Mario vs. Donkey Kong,GBA,2004,Puzzle,1.17,8.0,31
Guilty Gear Isuka,PS2,2004,Fighting,0.1,7.5,13
The Bard's Tale,XB,2004,Role-Playing,0.1,8.8,4
World Championship Pool 2004,PS2,2004,Sports,0.05,6.7,6
Spyro: A Hero's Tail,XB,2004,Platform,0.14,9.1,10
Spider-Man 2,GBA,2004,Action,1.06,7.7,6
Dragon Ball Z: Budokai 2,GC,2004,Fighting,0.27,5.8,12
Gungrave: Overdose,PS2,2004,Shooter,0.14,8.7,12
Far Cry,PC,2004,Shooter,0.05,8.1,724
Second Sight,PS2,2004,Adventure,0.14,8.0,23
Phantom Brave,PS2,2004,Role-Playing,0.14,7.9,22
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,1.08,6.0,19
Spider-Man 2,XB,2004,Action,1.12,8.3,40
Metal Gear Solid: The Twin Snakes,GC,2004,Action,0.47,9.0,142
Godzilla: Save the Earth,PS2,2004,Fighting,0.47,8.7,21
Wrath Unleashed,XB,2004,Strategy,0.05,7.0,4
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,0.14,6.9,11
Viewtiful Joe,PS2,2004,Action,0.28,8.5,35
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,0.19,8.8,10
Bad Boys: Miami Takedown,GC,2004,Shooter,0.05,2.0,9
Colin McRae Rally 2005,XB,2004,Racing,0.05,7.5,6
Rocky: Legends,XB,2004,Action,0.1,5.2,6
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,0.28,4.7,10
Star Trek: Shattered Universe,PS2,2004,Simulation,0.1,8.3,18
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,0.14,8.6,8
Tenchu: Fatal Shadows,PS2,2004,Action,0.19,8.0,24
Silent Scope Complete,XB,2004,Shooter,0.1,7.4,5
NCAA March Madness 2005,XB,2004,Sports,0.28,7.8,4
Grand Theft Auto: San Andreas,PS2,2004,Action,20.81,9.0,1588
FIFA Soccer 2005,GC,2004,Sports,0.14,8.5,6
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,1.13,8.6,14
MC Groovz Dance Craze,GC,2004,Misc,0.2,6.8,9
Gran Turismo 4,PS2,2004,Racing,11.66,8.5,272
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,0.19,4.6,7
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,0.18,8.9,54
Godzilla: Save the Earth,XB,2004,Fighting,0.14,8.2,6
Need for Speed: Porsche Unleashed,GBA,2004,Racing,0.48,7.8,8
Shrek 2,GC,2004,Platform,1.02,6.4,14
Mario Golf: Advance Tour,GBA,2004,Sports,0.45,8.6,14
Call of Duty: Finest Hour,XB,2004,Shooter,1.21,7.8,22
RollerCoaster Tycoon 3,PC,2004,Strategy,0.27,5.0,346
Mario Power Tennis,GC,2004,Sports,1.22,8.5,48
Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,0.27,8.4,20
The Sims 2,PC,2004,Simulation,0.29,8.8,676
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,1.02,8.7,29
BloodRayne 2,PS2,2004,Shooter,0.27,8.5,21
Donkey Kong Country 2,GBA,2004,Platform,1.23,9.1,37
Crash 'N' Burn,XB,2004,Racing,0.09,6.4,7
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,0.15,7.9,25
Driv3r,PS2,2004,Racing,1.23,5.5,102
Ninja Gaiden,XB,2004,Action,1.23,8.8,152
NFL Street 2,XB,2004,Sports,0.48,6.5,11
RalliSport Challenge 2,XB,2004,Racing,0.27,9.1,33
WWE Day of Reckoning,GC,2004,Fighting,0.45,9.1,81
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,0.05,8.8,295
Colin McRae Rally 04,PC,2004,Racing,0.01,7.2,44
Tiger Woods PGA Tour,DS,2004,Sports,0.14,7.4,7
Guilty Gear X2 #Reload,XB,2004,Fighting,0.15,7.6,12
NHL 2005,PS2,2004,Sports,0.45,8.3,23
Mega Man X8,PS2,2004,Platform,0.29,8.5,63
Athens 2004,PS2,2004,Sports,0.27,7.2,13
Mr. Driller: Drill Spirits,DS,2004,Puzzle,0.14,8.9,9
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,0.05,8.3,16
The Lord of the Rings: The Third Age,GC,2004,Role-Playing,0.29,7.8,19
Van Helsing,GBA,2004,Action,0.1,6.3,6
Sudeki,XB,2004,Role-Playing,0.19,8.4,49
Fight Club,PS2,2004,Fighting,0.18,4.4,22
ATV Offroad Fury 3,PS2,2004,Racing,1.2,8.4,16
Powerdrome,XB,2004,Racing,0.01,7.0,9
Samurai Warriors: Xtreme Legends,PS2,2004,Action,0.45,8.6,13
Rocky: Legends,PS2,2004,Action,0.27,8.6,12
Halo 2,XB,2004,Shooter,8.49,8.2,1218
NBA Live 2005,GC,2004,Sports,0.45,6.7,7
Pikmin 2,GC,2004,Strategy,1.2,9.1,137
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,1.37,8.6,140
The Incredibles,PS2,2004,Action,2.37,7.6,22
Taiko Drum Master,PS2,2004,Misc,0.2,8.1,8
ESPN College Hoops 2K5,PS2,2004,Sports,0.84,8.1,10
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,0.13,5.6,8
Silent Hill 4: The Room,XB,2004,Action,0.18,8.3,26
Fight Night 2004,PS2,2004,Fighting,1.48,9.0,25
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,0.06,8.6,11
Dynasty Warriors 4 Empires,PS2,2004,Action,0.32,8.8,19
Ridge Racer,PSP,2004,Racing,1.4,8.2,65
Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,0.03,8.7,7
Sonic Advance 3,GBA,2004,Platform,1.4,8.4,34
Colin McRae Rally 2005,PC,2004,Racing,0.02,7.1,50
EyeToy: AntiGrav,PS2,2004,Sports,0.43,7.8,5
Madden NFL 2005,PS2,2004,Sports,4.53,7.9,78
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,1.48,8.6,68
Army Men: Sarge's War,GC,2004,Shooter,0.15,6.7,7
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,0.89,9.1,132
X-Men Legends,GC,2004,Role-Playing,0.53,8.5,11
Zoo Tycoon 2,PC,2004,Strategy,0.06,8.1,43
Tron 2.0: Killer App,XB,2004,Action,0.06,4.3,4
Obscure,XB,2004,Adventure,0.04,8.4,9
Destruction Derby Arenas,PS2,2004,Racing,0.13,7.8,14
Polarium,DS,2004,Puzzle,0.26,8.4,17
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,0.32,7.9,31
Shaman King: Power of Spirit,PS2,2004,Adventure,0.13,8.2,17
Catwoman,XB,2004,Action,0.06,4.6,5
The Legend of Zelda: The Minish Cap,GBA,2004,Action,1.42,9.0,203
Crimson Tears,PS2,2004,Role-Playing,0.03,7.8,4
The Incredibles,GC,2004,Action,0.84,7.1,7
Baldur's Gate: Dark Alliance II,XB,2004,Role-Playing,0.26,7.9,16
Spider-Man 2,GC,2004,Action,0.84,8.8,30
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,0.83,5.0,5
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,1.41,8.4,15
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,0.2,8.6,11
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,0.53,8.2,22
MVP Baseball 2004,GC,2004,Sports,0.26,8.5,11
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,0.52,8.1,12
Madden NFL 2005,DS,2004,Sports,0.26,7.7,7
Get On Da Mic,PS2,2004,Misc,0.15,6.3,7
ESPN NHL 2K5,XB,2004,Sports,0.42,8.5,14
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,0.89,8.6,58
Evil Genius,PC,2004,Strategy,0.02,8.3,106
WWE Survivor Series,GBA,2004,Fighting,0.13,8.2,5
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,0.04,7.2,50
NFL Street,PS2,2004,Sports,1.42,8.9,45
Tiger Woods PGA Tour 2005,XB,2004,Sports,0.85,8.9,14
Scaler,GC,2004,Platform,0.04,7.3,8
Syberia II,PC,2004,Adventure,0.02,8.3,150
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,4.23,9.3,955
Onimusha 3: Demon Siege,PS2,2004,Action,1.45,8.6,73
Red Dead Revolver,PS2,2004,Shooter,1.45,7.8,70
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,0.25,8.0,10
World Soccer Winning Eleven 8 International,PS2,2004,Sports,3.85,9.1,38
Men of Valor,XB,2004,Shooter,0.25,8.0,8
Conflict: Vietnam,PS2,2004,Shooter,0.53,8.1,21
Samurai Jack: The Shadow of Aku,PS2,2004,Action,0.06,8.4,10
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,0.81,7.2,74
Metal Slug 3,XB,2004,Shooter,0.1,5.1,15
X-Men Legends,XB,2004,Role-Playing,0.9,8.5,14
Tiger Woods PGA Tour 2005,PS2,2004,Sports,1.44,8.2,20
ESPN NHL 2K5,PS2,2004,Sports,0.88,8.1,18
Forgotten Realms: Demon Stone,PS2,2004,Action,0.2,6.8,18
Unreal Tournament 2004,PC,2004,Shooter,0.02,8.9,537
Blitz: The League,XB,2004,Sports,0.53,7.7,14
Terminator 3: The Redemption,XB,2004,Shooter,0.06,8.6,5
NBA Live 2005,XB,2004,Sports,0.9,7.6,14
American Chopper,PS2,2004,Racing,0.42,7.5,13
Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,0.13,8.2,48
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,1.43,8.6,44
Karaoke Revolution Volume 3,PS2,2004,Misc,0.32,7.8,10
MTX Mototrax,PS2,2004,Racing,0.26,8.1,9
Racing Gears Advance,GBA,2004,Racing,0.06,8.9,9
Metroid: Zero Mission,GBA,2004,Adventure,0.84,9.0,132
American Chopper,XB,2004,Racing,0.15,5.9,9
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,0.18,8.3,6
Tiger Woods PGA Tour 06,XB,2005,Sports,0.48,5.1,11
Juiced,PS2,2005,Racing,0.53,7.7,24
Area 51,PS2,2005,Shooter,0.45,8.4,52
World Soccer Winning Eleven 9,PS2,2005,Sports,4.06,8.2,23
Dragon Booster,DS,2005,Shooter,0.02,7.0,9
The Suffering: Ties That Bind,XB,2005,Action,0.09,9.1,8
NCAA March Madness 06,XB,2005,Sports,0.2,7.2,5
Ultimate Spider-Man,XB,2005,Action,0.39,7.4,20
Castlevania: Curse of Darkness,PS2,2005,Action,0.42,7.5,46
Shrek SuperSlam,XB,2005,Action,0.09,9.3,4
Crash Tag Team Racing,PS2,2005,Racing,0.54,7.0,49
American Chopper 2: Full Throttle,PS2,2005,Racing,0.18,8.1,9
Indigo Prophecy,PC,2005,Adventure,0.02,8.3,375
Grand Theft Auto: Liberty City Stories,PSP,2005,Action,7.69,7.6,451
Top Spin,PS2,2005,Sports,0.1,7.8,12
Tales of Legendia,PS2,2005,Role-Playing,0.49,7.7,38
Close Combat: First to Fight,XB,2005,Shooter,0.18,7.8,10
Conflict: Global Terror,XB,2005,Shooter,0.1,7.9,8
Iron Phoenix,XB,2005,Fighting,0.02,6.5,4
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,0.2,6.0,6
Monster Rancher EVO,PS2,2005,Role-Playing,0.1,6.8,8
NHL 06,GC,2005,Sports,0.08,9.3,7
FIFA Soccer 06,PS2,2005,Sports,4.21,7.8,47
Jak X: Combat Racing,PS2,2005,Racing,0.55,7.7,63
Playboy: The Mansion,XB,2005,Simulation,0.09,4.1,9
Harry Potter and the Goblet of Fire,GC,2005,Action,0.42,6.3,13
Suzuki TT Superbikes,PS2,2005,Racing,0.4,8.5,8
Samurai Warriors: State of War,PSP,2005,Action,0.18,6.4,8
Tiger Woods PGA Tour 06,GC,2005,Sports,0.11,4.8,4
Fatal Frame III: The Tormented,PS2,2005,Action,0.08,8.9,58
Mario Tennis: Power Tour,GBA,2005,Sports,0.52,8.0,25
WWE WrestleMania 21,XB,2005,Fighting,0.45,6.9,47
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,0.09,8.0,9
NHL 2K6,PS2,2005,Sports,0.42,5.8,18
Digimon World 4,GC,2005,Role-Playing,0.09,8.1,19
The Warriors,PS2,2005,Action,0.53,8.5,72
Suikoden Tactics,PS2,2005,Strategy,0.2,8.6,17
GoldenEye: Rogue Agent,DS,2005,Shooter,0.11,7.5,18
Armored Core: Last Raven,PS2,2005,Simulation,0.18,8.9,14
The Bible Game,PS2,2005,Misc,0.2,5.4,22
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,0.54,8.7,38
Dragon Ball Z: Sagas,PS2,2005,Fighting,0.46,5.4,29
Cold Fear,PS2,2005,Action,0.11,7.7,27
NBA Live 06,PSP,2005,Sports,0.42,7.6,13
NBA 06,PSP,2005,Sports,0.22,5.4,8
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,0.46,7.9,23
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,0.53,8.5,11
Fight Night Round 2,XB,2005,Fighting,0.6,8.8,27
NCAA March Madness 06,PS2,2005,Sports,0.53,9.1,13
Mario Kart DS,DS,2005,Racing,23.21,8.6,464
TimeSplitters: Future Perfect,GC,2005,Shooter,0.08,9.1,41
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,0.46,7.7,6
Shadow The Hedgehog,PS2,2005,Platform,0.6,6.0,137
Beat Down: Fists of Vengeance,PS2,2005,Action,0.17,8.1,12
GT Legends,PC,2005,Racing,0.02,8.6,44
World Series of Poker,PS2,2005,Misc,0.47,8.2,20
Indigo Prophecy,XB,2005,Adventure,0.1,7.7,39
Predator: Concrete Jungle,XB,2005,Action,0.1,8.0,10
Rise of the Kasai,PS2,2005,Action,0.19,8.0,5
NHL 2K6,X360,2005,Sports,0.1,6.1,24
The Con,PSP,2005,Fighting,0.2,7.3,16
Tekken 5,PS2,2005,Fighting,3.87,8.6,229
Dead or Alive 4,X360,2005,Fighting,0.47,8.2,223
Guitar Hero,PS2,2005,Misc,2.38,8.7,173
Spy vs Spy,XB,2005,Action,0.11,8.0,8
Dance Dance Revolution: Mario Mix,GC,2005,Misc,0.47,8.4,19
Harry Potter and the Goblet of Fire,GBA,2005,Action,0.61,6.0,8
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,0.46,7.6,30
Battlefield 2,PC,2005,Shooter,0.08,8.4,837
Burnout Revenge,XB,2005,Racing,0.53,8.4,66
Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,20.15,7.9,50
Conflict: Global Terror,PS2,2005,Shooter,0.19,8.5,10
Batman Begins,GBA,2005,Action,0.17,6.9,9
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,0.1,8.0,11
Star Wars: Battlefront II,PS2,2005,Shooter,3.59,9.0,268
NBA,PSP,2005,Sports,0.21,6.9,14
Tony Hawk's American Wasteland,GC,2005,Sports,0.42,7.7,15
Animal Crossing: Wild World,DS,2005,Simulation,12.13,8.7,242
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,0.19,8.1,15
Fire Emblem: Path of Radiance,GC,2005,Action,0.54,8.9,141
Charlie and the Chocolate Factory,GC,2005,Adventure,0.18,3.2,6
Fullmetal Alchemist: Dual Sympathy,DS,2005,Role-Playing,0.09,7.3,12
Pac-Man World 3,GC,2005,Platform,0.09,7.3,10
Shrek SuperSlam,GC,2005,Action,0.22,7.8,6
Rugby 2005,PS2,2005,Sports,0.09,8.6,19
Dead to Rights II,PS2,2005,Shooter,0.2,5.3,7
Star Wars: Battlefront II,PC,2005,Shooter,0.17,8.8,431
Death Jr.,PSP,2005,Platform,0.19,7.3,21
Sniper Elite,XB,2005,Shooter,0.09,8.5,11
Burnout Legends,DS,2005,Racing,0.18,6.0,59
Delta Force: Black Hawk Down,PS2,2005,Shooter,0.46,8.8,51
Resident Evil 4,PS2,2005,Action,3.62,8.9,1013
Zathura,XB,2005,Adventure,0.02,5.5,4
NBA 06,PS2,2005,Sports,0.53,6.3,27
Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,15.29,7.1,19
Midnight Club 3: DUB Edition,PSP,2005,Racing,3.65,8.4,31
Juiced,XB,2005,Racing,0.18,9.1,15
Medal of Honor: European Assault,XB,2005,Shooter,0.53,7.0,15
L.A. Rush,PS2,2005,Racing,0.47,8.0,10
NHL 2K6,XB,2005,Sports,0.21,7.5,26
Kingdom Hearts II,PS2,2005,Role-Playing,4.33,9.0,766
Romancing SaGa,PS2,2005,Role-Playing,0.58,8.0,35
